4,9,1,1,3,0,0,7,9,0,0,0,5,0,6,0,0,1,0,1,2,1,9,5,2,1,0,3,0,0,0,0,0,0,0,0,1,6,0,2,0,1,2,0,0,0,1,0,5,0,0,33,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,7,0,0,3,0,0,11,17,0,0,0,4,0,12,0,0,0,0,2,1,4,4,24,1,1,0,10,5,0,1,0,1,0,0,0,0,56,1,12,0,1,4,0,0,0,3,0,8,0,0,318,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,9,9,1,0,0,15,1,61,0,1,0,0,3,0,4,1,292,7,0,0,1,5,1,0,1,0,1,0,2,0,97,0,9,0,0,4,0,0,0,0,2,22,0,0,1698,0,0,3,0,0,3,0,1,0,0,0,0,0,1,2
5,7,0,0,3,0,0,11,17,0,0,0,4,0,12,0,0,0,0,2,1,4,4,24,1,1,0,10,5,0,1,0,1,0,0,0,0,56,1,12,0,1,4,0,0,0,3,0,8,0,0,318,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,9,9,1,0,0,15,1,61,0,1,0,0,3,0,4,1,292,7,0,0,1,5,1,0,1,0,1,0,2,0,97,0,9,0,0,4,0,0,0,0,2,22,0,0,1698,0,0,3,0,0,3,0,1,0,0,0,0,0,1,2,5,0,1,2,1,0,14,11,3,1,0,8,0,72,0,0,0,0,2,0,1,7,1001,3,1,2,3,3,0,0,0,0,1,1,0,1,136,1,4,0,0,0,0,1,0,8,3,63,0,0,3096,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0
6,10,0,2,1,0,0,9,9,1,0,0,15,1,61,0,1,0,0,3,0,4,1,292,7,0,0,1,5,1,0,1,0,1,0,2,0,97,0,9,0,0,4,0,0,0,0,2,22,0,0,1698,0,0,3,0,0,3,0,1,0,0,0,0,0,1,2,5,0,1,2,1,0,14,11,3,1,0,8,0,72,0,0,0,0,2,0,1,7,1001,3,1,2,3,3,0,0,0,0,1,1,0,1,136,1,4,0,0,0,0,1,0,8,3,63,0,0,3096,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,91,8,1,0,0,7,0,78,0,1,1,0,2,0,4,2,1198,0,0,2,5,0,2,0,1,0,0,0,0,0,95,1,4,0,0,2,1,0,0,3,0,24,0,0,3784,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0
7,5,0,1,2,1,0,14,11,3,1,0,8,0,72,0,0,0,0,2,0,1,7,1001,3,1,2,3,3,0,0,0,0,1,1,0,1,136,1,4,0,0,0,0,1,0,8,3,63,0,0,3096,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,91,8,1,0,0,7,0,78,0,1,1,0,2,0,4,2,1198,0,0,2,5,0,2,0,1,0,0,0,0,0,95,1,4,0,0,2,1,0,0,3,0,24,0,0,3784,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,0,1,152,17,2,0,0,5,0,87,0,0,2,0,2,0,2,2,1161,0,2,1,4,2,1,0,0,0,0,0,0,1,25,0,2,1,0,1,4,0,1,1,0,4,0,2,3872,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
8,1,0,0,0,0,0,91,8,1,0,0,7,0,78,0,1,1,0,2,0,4,2,1198,0,0,2,5,0,2,0,1,0,0,0,0,0,95,1,4,0,0,2,1,0,0,3,0,24,0,0,3784,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,0,1,152,17,2,0,0,5,0,87,0,0,2,0,2,0,2,2,1161,0,2,1,4,2,1,0,0,0,0,0,0,1,25,0,2,1,0,1,4,0,1,1,0,4,0,2,3872,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,1,139,7,0,0,0,2,0,60,0,0,0,0,1,0,0,3,949,2,2,2,0,2,0,0,0,0,0,0,2,0,8,0,3,0,0,1,0,0,0,7,0,6,0,1,3602,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
9,1,0,0,2,0,1,152,17,2,0,0,5,0,87,0,0,2,0,2,0,2,2,1161,0,2,1,4,2,1,0,0,0,0,0,0,1,25,0,2,1,0,1,4,0,1,1,0,4,0,2,3872,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,1,139,7,0,0,0,2,0,60,0,0,0,0,1,0,0,3,949,2,2,2,0,2,0,0,0,0,0,0,2,0,8,0,3,0,0,1,0,0,0,7,0,6,0,1,3602,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,123,17,0,2,0,7,1,30,0,0,0,1,0,0,2,7,753,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,0,4,0,2,0,0,3514,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1
10,6,0,0,0,0,1,139,7,0,0,0,2,0,60,0,0,0,0,1,0,0,3,949,2,2,2,0,2,0,0,0,0,0,0,2,0,8,0,3,0,0,1,0,0,0,7,0,6,0,1,3602,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,123,17,0,2,0,7,1,30,0,0,0,1,0,0,2,7,753,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,0,4,0,2,0,0,3514,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,1,100,8,1,1,0,6,1,6,0,1,0,0,1,1,0,6,545,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,2,7,0,0,3149,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
11,2,0,0,0,0,0,123,17,0,2,0,7,1,30,0,0,0,1,0,0,2,7,753,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,0,4,0,2,0,0,3514,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,1,100,8,1,1,0,6,1,6,0,1,0,0,1,1,0,6,545,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,2,7,0,0,3149,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,52,4,1,0,1,4,0,3,0,0,1,2,0,1,2,8,279,1,1,0,2,5,1,0,0,0,0,0,1,0,5,1,0,0,0,4,0,0,0,1,0,7,0,0,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12,6,0,0,0,0,1,100,8,1,1,0,6,1,6,0,1,0,0,1,1,0,6,545,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,2,7,0,0,3149,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,52,4,1,0,1,4,0,3,0,0,1,2,0,1,2,8,279,1,1,0,2,5,1,0,0,0,0,0,1,0,5,1,0,0,0,4,0,0,0,1,0,7,0,0,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,36,4,0,0,2,2,0,14,1,0,0,2,1,0,3,1,106,1,0,0,1,1,0,0,0,0,0,0,1,0,7,1,1,0,0,6,0,0,0,1,0,7,1,0,2392,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
13,6,0,0,0,0,0,52,4,1,0,1,4,0,3,0,0,1,2,0,1,2,8,279,1,1,0,2,5,1,0,0,0,0,0,1,0,5,1,0,0,0,4,0,0,0,1,0,7,0,0,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,36,4,0,0,2,2,0,14,1,0,0,2,1,0,3,1,106,1,0,0,1,1,0,0,0,0,0,0,1,0,7,1,1,0,0,6,0,0,0,1,0,7,1,0,2392,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,40,5,0,0,1,3,0,3,0,0,0,1,1,0,3,4,54,1,0,2,6,3,1,1,3,0,0,0,0,0,5,0,1,0,0,2,0,0,0,1,2,3,0,0,1839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
